Num,Prop
1,0.6137931034482759
2,0.6137931034482759
3,0.871264367816092
4,0.871264367816092
5,0.871264367816092
6,0.871264367816092
7,0.871264367816092
8,0.871264367816092
9,0.871264367816092
10,0.871264367816092
11,0.871264367816092
12,0.871264367816092
13,0.871264367816092
14,0.871264367816092
15,0.871264367816092
16,0.871264367816092
17,0.871264367816092
18,0.871264367816092
19,0.871264367816092
20,0.871264367816092
21,0.871264367816092
22,0.871264367816092
23,0.871264367816092
24,0.8436781609195402
25,0.8436781609195402
26,0.9057471264367816
27,0.9057471264367816
28,0.9057471264367816
29,0.9057471264367816
30,0.8229885057471265
31,0.8229885057471265
32,0.8229885057471265
33,0.8229885057471265
34,0.9287356321839081
35,0.9287356321839081
36,0.9287356321839081
37,0.9287356321839081
38,0.9287356321839081
39,0.9287356321839081
40,0.9287356321839081
41,0.9287356321839081
42,0.9287356321839081
43,0.9287356321839081
44,0.9287356321839081
45,0.9287356321839081
46,0.9287356321839081
47,0.9287356321839081
48,0.9287356321839081
49,0.9287356321839081
50,0.9287356321839081
51,0.9287356321839081
52,0.9287356321839081
53,0.9287356321839081
54,0.9287356321839081
55,0.9287356321839081
56,0.9287356321839081
57,0.9287356321839081
58,0.9287356321839081
59,0.8896551724137931
60,0.8896551724137931
61,0.8896551724137931
62,0.8896551724137931
63,0.8896551724137931
64,0.8896551724137931
65,0.8896551724137931
66,0.8896551724137931
67,0.6367816091954023
68,0.6367816091954023
69,0.9080459770114943
70,0.9080459770114943
71,0.9080459770114943
72,0.9333333333333333
73,0.9333333333333333
74,0.9333333333333333
75,0.9448275862068966
76,0.9448275862068966
77,0.9448275862068966
78,0.9448275862068966
79,0.9448275862068966
80,0.9448275862068966
81,0.9448275862068966
82,0.9448275862068966
83,0.9448275862068966
84,0.9448275862068966
85,0.9448275862068966
86,0.9448275862068966
87,0.9448275862068966
88,0.9448275862068966
89,0.9448275862068966
90,0.9448275862068966
91,0.9448275862068966
92,0.9448275862068966
93,0.9448275862068966
94,0.9448275862068966
95,0.9402298850574713
96,0.9402298850574713
97,0.9402298850574713
98,0.9402298850574713
99,0.9402298850574713
100,0.9402298850574713
101,0.9402298850574713
102,0.9402298850574713
103,0.9402298850574713
104,0.9402298850574713
105,0.9402298850574713
106,0.9402298850574713
107,0.9402298850574713
108,0.9402298850574713
109,0.9402298850574713
110,0.9402298850574713
111,0.9379310344827586
112,0.9379310344827586
113,0.9379310344827586
114,0.9379310344827586
115,0.9379310344827586
116,0.9379310344827586
117,0.9379310344827586
118,0.9379310344827586
119,0.9379310344827586
120,0.9379310344827586
121,0.9379310344827586
122,0.9379310344827586
123,0.9379310344827586
124,0.9379310344827586
125,0.9379310344827586
126,0.9379310344827586
127,0.9379310344827586
128,0.9379310344827586
129,0.9379310344827586
130,0.9379310344827586
131,0.9379310344827586
132,0.9379310344827586
133,0.9379310344827586
134,0.9379310344827586
135,0.9379310344827586
136,0.9379310344827586
