Num,Prop
1,0.546875
2,0.546875
3,0.453125
4,0.453125
5,0.546875
6,0.453125
7,0.546875
8,0.453125
9,0.453125
10,0.546875
11,0.453125
12,0.546875
13,0.453125
14,0.546875
15,0.546875
16,0.546875
17,0.453125
18,0.546875
19,0.453125
20,0.453125
21,0.546875
22,0.546875
23,0.515625
24,0.515625
25,0.546875
26,0.546875
27,0.546875
28,0.546875
29,0.953125
30,0.953125
31,0.953125
32,0.953125
33,0.953125
34,0.953125
35,0.953125
36,0.953125
37,0.953125
38,0.953125
39,0.953125
40,0.953125
41,0.953125
42,0.953125
43,0.953125
44,0.953125
45,0.953125
46,0.953125
47,0.953125
48,0.953125
49,0.953125
50,0.953125
51,0.953125
52,0.953125
53,0.953125
54,0.953125
55,0.953125
56,0.953125
57,0.953125
58,0.453125
59,0.453125
60,0.75
61,0.75
62,0.75
63,0.75
64,0.75
65,0.75
66,0.75
67,0.75
68,0.75
69,0.75
70,0.75
71,0.75
72,0.546875
73,0.546875
74,0.546875
75,0.546875
76,0.546875
77,0.921875
78,0.921875
79,0.921875
80,0.921875
81,0.921875
82,0.921875
83,0.921875
84,0.921875
85,0.921875
86,0.921875
87,0.921875
88,0.921875
89,0.546875
90,0.875
91,0.546875
92,0.953125
93,0.953125
94,0.953125
95,0.953125
96,0.953125
97,0.953125
98,0.953125
99,0.953125
100,0.953125
101,0.953125
102,0.953125
103,0.953125
104,0.953125
105,0.953125
106,0.953125
107,0.953125
108,0.453125
109,0.65625
110,0.65625
111,0.453125
112,0.453125
113,0.578125
114,0.578125
115,0.578125
116,0.578125
117,0.578125
118,0.578125
119,0.578125
120,0.453125
121,0.453125
122,0.5625
123,0.453125
124,0.546875
125,0.546875
126,0.453125
127,0.546875
128,0.546875
129,0.546875
130,0.546875
131,0.75
132,0.546875
133,0.546875
134,0.65625
135,0.65625
136,0.65625
137,0.546875
138,0.75
139,0.75
140,0.546875
141,0.546875
142,0.546875
143,0.546875
144,0.859375
145,0.859375
146,0.546875
147,0.75
148,0.75
149,0.75
150,0.75
151,0.75
152,0.75
153,0.75
154,0.75
155,0.75
156,0.75
157,0.75
158,0.75
159,0.546875
160,0.546875
161,0.875
162,0.546875
163,0.546875
164,0.515625
165,0.5625
166,0.65625
167,0.65625
168,0.65625
169,0.546875
170,0.546875
171,0.546875
172,0.75
173,0.75
174,0.546875
175,0.546875
176,0.9375
177,0.9375
178,0.9375
179,0.9375
180,0.9375
181,0.9375
182,0.9375
183,0.9375
184,0.9375
185,0.9375
186,0.9375
187,0.9375
188,0.9375
189,0.9375
190,0.9375
191,0.9375
192,0.9375
193,0.9375
194,0.9375
195,0.9375
196,0.9375
197,0.9375
198,0.9375
199,0.9375
200,0.9375
201,0.9375
202,0.546875
203,0.546875
204,0.546875
205,0.546875
206,0.953125
207,0.953125
208,0.953125
209,0.953125
210,0.953125
211,0.953125
212,0.953125
213,0.953125
214,0.953125
215,0.953125
216,0.953125
217,0.953125
218,0.953125
219,0.953125
220,0.953125
221,0.546875
222,0.546875
223,0.890625
224,0.890625
225,0.890625
226,0.890625
227,0.890625
228,0.890625
229,0.890625
230,0.890625
231,0.890625
232,0.890625
233,0.890625
234,0.890625
235,0.890625
236,0.890625
237,0.890625
238,0.890625
239,0.890625
240,0.890625
241,0.890625
242,0.890625
243,0.546875
244,0.859375
245,0.859375
246,0.5625
247,0.5625
248,0.5625
249,0.65625
250,0.578125
251,0.578125
252,0.53125
253,0.53125
254,0.5625
255,0.65625
256,0.65625
257,0.65625
258,0.65625
259,0.65625
260,0.65625
261,0.65625
262,0.65625
263,0.5625
264,0.75
265,0.75
266,0.75
267,0.75
268,0.75
269,0.75
270,0.75
271,0.75
272,0.75
273,0.75
274,0.75
275,0.5625
276,0.75
277,0.75
278,0.75
279,0.75
280,0.75
281,0.5625
282,0.859375
283,0.859375
284,0.546875
285,0.546875
286,0.546875
287,0.90625
288,0.90625
289,0.90625
290,0.90625
291,0.90625
292,0.90625
293,0.90625
294,0.5625
295,0.5625
296,0.5625
297,0.5625
298,0.5625
299,0.921875
300,0.921875
301,0.921875
302,0.5625
303,0.5625
304,0.5625
305,0.796875
306,0.796875
307,0.796875
308,0.796875
309,0.796875
310,0.796875
311,0.796875
312,0.5625
313,0.875
314,0.875
315,0.875
316,0.875
317,0.875
318,0.578125
319,0.796875
320,0.796875
321,0.796875
322,0.796875
323,0.796875
324,0.796875
325,0.796875
326,0.796875
327,0.796875
328,0.796875
329,0.796875
330,0.796875
331,0.796875
332,0.5625
333,0.5625
334,0.5625
335,0.5625
336,0.875
337,0.875
338,0.875
339,0.875
340,0.875
341,0.59375
342,0.59375
343,0.59375
344,0.75
345,0.75
346,0.75
347,0.75
348,0.75
349,0.578125
350,0.578125
351,0.875
352,0.875
353,0.875
354,0.578125
355,0.921875
356,0.921875
357,0.921875
358,0.921875
359,0.921875
360,0.921875
361,0.921875
362,0.921875
363,0.921875
364,0.921875
365,0.59375
366,0.859375
367,0.59375
368,0.59375
369,0.875
370,0.875
371,0.875
372,0.875
373,0.875
374,0.875
375,0.875
376,0.875
377,0.875
378,0.875
379,0.875
380,0.875
381,0.59375
382,0.875
383,0.875
384,0.875
385,0.875
386,0.875
387,0.875
388,0.875
389,0.875
390,0.875
391,0.5625
392,0.921875
393,0.921875
394,0.921875
395,0.921875
396,0.921875
397,0.921875
398,0.921875
399,0.921875
400,0.921875
401,0.921875
402,0.921875
403,0.921875
404,0.921875
405,0.921875
406,0.921875
407,0.921875
408,0.921875
409,0.921875
410,0.921875
411,0.921875
412,0.921875
413,0.921875
414,0.921875
415,0.921875
416,0.921875
417,0.921875
418,0.921875
419,0.921875
420,0.921875
421,0.921875
422,0.921875
423,0.59375
424,0.890625
425,0.890625
426,0.890625
427,0.890625
428,0.890625
429,0.890625
430,0.890625
431,0.890625
432,0.890625
433,0.890625
434,0.890625
435,0.890625
436,0.890625
437,0.890625
438,0.890625
439,0.890625
440,0.890625
441,0.890625
442,0.890625
443,0.890625
444,0.890625
445,0.890625
446,0.890625
447,0.890625
448,0.890625
449,0.890625
450,0.890625
451,0.5625
452,0.5625
453,0.921875
454,0.921875
455,0.921875
456,0.921875
457,0.921875
458,0.921875
459,0.921875
460,0.921875
461,0.921875
462,0.921875
463,0.921875
464,0.921875
465,0.921875
466,0.921875
467,0.5625
468,0.9375
469,0.9375
470,0.9375
471,0.9375
472,0.9375
473,0.9375
474,0.453125
475,0.796875
476,0.796875
477,0.78125
478,0.65625
479,0.65625
480,0.65625
481,0.734375
482,0.734375
483,0.734375
484,0.734375
485,0.734375
486,0.734375
487,0.734375
488,0.734375
489,0.734375
490,0.734375
491,0.734375
492,0.734375
493,0.65625
494,0.65625
495,0.78125
496,0.65625
497,0.890625
498,0.890625
499,0.890625
500,0.609375
501,0.8125
502,0.8125
503,0.8125
504,0.8125
505,0.8125
506,0.8125
507,0.75
508,0.890625
509,0.890625
510,0.890625
511,0.890625
512,0.890625
513,0.890625
514,0.890625
515,0.890625
516,0.890625
517,0.890625
518,0.890625
519,0.890625
520,0.890625
521,0.890625
522,0.890625
523,0.890625
524,0.578125
525,0.671875
526,0.671875
527,0.671875
528,0.671875
529,0.671875
530,0.671875
531,0.875
532,0.875
533,0.875
534,0.875
535,0.875
536,0.875
537,0.65625
538,0.65625
539,0.65625
540,0.65625
541,0.859375
542,0.859375
543,0.859375
544,0.734375
545,0.75
546,0.75
547,0.75
548,0.75
549,0.75
550,0.75
551,0.75
552,0.75
553,0.71875
554,0.71875
555,0.71875
556,0.75
557,0.75
558,0.75
559,0.75
560,0.75
561,0.75
562,0.671875
563,0.671875
564,0.671875
565,0.875
566,0.734375
567,0.734375
568,0.734375
569,0.734375
570,0.796875
571,0.828125
572,0.828125
573,0.828125
574,0.828125
575,0.828125
576,0.828125
577,0.828125
578,0.75
579,0.75
580,0.75
581,0.796875
582,0.796875
583,0.796875
584,0.796875
585,0.796875
586,0.796875
587,0.796875
588,0.796875
589,0.796875
590,0.796875
591,0.796875
592,0.796875
593,0.796875
594,0.796875
595,0.796875
596,0.796875
597,0.875
598,0.875
599,0.875
600,0.875
601,0.875
602,0.875
603,0.875
604,0.875
605,0.875
606,0.875
607,0.875
608,0.875
609,0.875
610,0.875
611,0.875
612,0.875
613,0.75
614,0.75
615,0.75
616,0.890625
617,0.890625
618,0.890625
619,0.65625
620,0.96875
621,0.96875
622,0.96875
623,0.96875
624,0.96875
625,0.96875
626,0.96875
627,0.96875
628,0.96875
629,0.96875
630,0.96875
631,0.96875
632,0.96875
633,0.96875
634,0.96875
635,0.96875
636,0.96875
637,0.96875
