Num,Prop
1,0.8513682148035714
2,0.8682669831003754
3,0.8838237422325819
4,0.8951016801037607
5,0.891018382074213
6,0.9118580225844641
7,0.912459712526792
8,0.9145561951715928
9,0.919007619474596
10,0.9100963571170944
11,0.9154212139292022
12,0.9166951401134414
13,0.9313232329730223
14,0.9312905593009897
15,0.93207467795681
16,0.9321232240560429
17,0.9320585611393888
18,0.9319391963215617
19,0.9318574250604048
20,0.9318111163943648
21,0.9323934730977206
22,0.932307027228451
23,0.9366455748297966
24,0.9366176916970587
25,0.9365959170167901
26,0.9414053418441178
27,0.9415768140046379
28,0.941371203616078
29,0.9415389516348782
30,0.9413972247297341
31,0.9412912559372527
32,0.9414204950292829
33,0.9413499473812397
34,0.9413665680890948
35,0.9412579502981482
36,0.9410937463336684
37,0.9410776654602331
38,0.9369253533922617
39,0.9369773023665641
40,0.9395041697652342
41,0.940383988678008
42,0.9422868425573895
43,0.9424663198391288
44,0.9427758528619244
45,0.9497195866605809
46,0.9496598572103664
47,0.9517598644574187
48,0.9516015480516484
49,0.9516044442508733
50,0.9515499954030787
51,0.9514962789437009
52,0.951506920800507
53,0.9510859224896141
54,0.9544091896392579
55,0.9550755377580623
56,0.9550967904354422
57,0.9551254336583621
58,0.9547180382791484
59,0.9547478896030173
60,0.95475038979064
61,0.9547386189137728
62,0.9547208440305792
63,0.9547183140404263
64,0.9569709787389872
65,0.9583731050058268
66,0.9584192566463191
67,0.9583790787688238
68,0.9584443992273778
69,0.9564751871258454
70,0.9571128472245491
71,0.9586639661328445
72,0.9587310060626473
73,0.958947225787535
74,0.9585974801366335
75,0.9585531108677863
76,0.9585361801926805
77,0.9585347395258258
78,0.9601772151997745
79,0.9601806089449281
80,0.9599503765135607
81,0.9599262290541022
82,0.9599253021198103
83,0.9599162711354716
84,0.9598711389194795
85,0.9557600548810505
86,0.9558160677189408
87,0.9558656301394598
88,0.9597314197779436
89,0.9597323082237934
90,0.959723603850132
91,0.9597257604118931
92,0.9506999451124565
93,0.951126729058023
94,0.9526287592667151
95,0.9526062675301534
96,0.9556491713273909
97,0.9557317948003861
98,0.9560739499868466
99,0.956078355483485
100,0.9560847019798012
101,0.9557690931547081
102,0.9557697514587468
103,0.9555161199524913
104,0.9578383591564371
105,0.9578814032229381
106,0.9577737313987917
107,0.9583395825339946
108,0.9584411841591061
109,0.9614396940366964
110,0.9614918929255595
111,0.961724820243441
112,0.9617519367210734
113,0.964857958271562
114,0.9648566012106269
115,0.9648193825053999
116,0.9648082436123232
117,0.9647994296561135
118,0.9648017322861849
119,0.9648759192667847
120,0.964167874298908
121,0.9641613441394506
122,0.9654608517336705
123,0.9677360438943776
124,0.9677534162182185
125,0.9677628214421339
126,0.9678934512073303
127,0.9678928901234132
128,0.9678882448853032
129,0.9679499778260204
130,0.965995898010036
131,0.9659944368800663
132,0.9659949573697655
133,0.9659931763165578
134,0.9612560954773097
135,0.9612494244779162
136,0.9612471163035534
137,0.9612447494312503
138,0.9612444015447735
139,0.9612442321933334
140,0.9612280579804646
141,0.9612121179045725
142,0.9612498259329744
143,0.9608367292571671
144,0.9617568296980503
145,0.9668422598375641
146,0.9668140974908054
147,0.9667963155873368
148,0.9667950576897691
149,0.9667921706802968
150,0.9670257594438448
151,0.9670254429189336
152,0.9670253931843972
153,0.9670220429339592
154,0.9670124511309175
155,0.9669706542192005
156,0.9669690035185255
157,0.9705472628427454
158,0.9705229183188699
159,0.9705226988253034
160,0.9705227390363186
161,0.9703751538789838
162,0.9703849464127705
163,0.9703788753939843
164,0.9703727459692852
165,0.9703303812436401
166,0.9703303378474729
167,0.9703434297909027
168,0.970339341142908
169,0.9703393561474439
170,0.970296825086885
171,0.9702960215689693
172,0.9702960964418823
173,0.9702960639105515
174,0.9702961244267106
175,0.9667411216199855
176,0.966293424489389
177,0.9694695696966448
178,0.9695013945254797
179,0.9700839991752892
180,0.97012227155422
181,0.9703108242038784
182,0.9703899126811267
183,0.9703902914199765
184,0.970395724652925
